uuid,observed_on,time_observed_at,url,image_url,description,place_guess,latitude,longitude,place_town_name,place_county_name,place_state_name,place_country_name,special_type_of_feeding,partner_observation_url,partner_ids,partner_id_split,predator_id,predator_scientific_name,predator_common_name,predator_iconic_taxon_name,predator_taxon_id,predator_taxon_species_name,predator_taxon_kingdom_name,predator_quality_grade,prey_id,prey_scientific_name,prey_common_name,prey_iconic_taxon_name,prey_taxon_id,prey_taxon_species_name,prey_taxon_kingdom_name,prey_quality_grade,role
599e333e-6aea-4173-b023-94c682d42e48,2022-11-05,2022-11-04 23:36:50 UTC,https://www.inaturalist.org/observations/141727454,https://inaturalist-open-data.s3.amazonaws.com/photos/242866903/medium.jpg,,"Armidale Dumaresq Bal, AU-NS, AU",-30.4857004505,151.7552781186,,Armidale Dumaresq Bal,New South Wales,Australia,Pollination,https://www.inaturalist.org/observations/231980628,231980628,231980628,231980628.0,,flowering plants,Plantae,47125.0,,Plantae,needs_id,141727454.0,Junonia villida,Meadow Argus,Insecta,197079.0,Junonia villida,Animalia,research,
d3e8eeea-10db-469b-bac8-0bb9f42ad871,2023-01-17,2023-01-17 12:57:00 UTC,https://www.inaturalist.org/observations/146946668,https://inaturalist-open-data.s3.amazonaws.com/photos/252754150/medium.jpeg,,"Ugu District Municipality, South Africa",-30.8863888889,30.135,,Port Shepstone,KwaZulu-Natal,South Africa,"No, none of these",https://www.inaturalist.org/observations/146967885,146967885,146967885,146967885.0,,White Bramble,Plantae,593374.0,Rubus rigidus,Plantae,research,146946668.0,Gymnosporia glaucophylla,Blue Spikethorn,Plantae,586677.0,Gymnosporia glaucophylla,Plantae,research,
069beb3d-6687-4371-be03-9803af5876a0,2023-01-29,2023-01-29 11:19:00 UTC,https://www.inaturalist.org/observations/149463617,https://inaturalist-open-data.s3.amazonaws.com/photos/257555355/medium.jpg,,"Mukuvisi Woodlands, Harare, Zimbabwe",-17.8466168039,31.0943097876,,Harare,Harare,Zimbabwe,Parasitism,https://www.inaturalist.org/observations/149463618,149463618,149463618,149463618.0,,,Plantae,1038903.0,Pilostyles aethiopica,Plantae,research,149463617.0,Julbernardia globiflora,Mnondo,Plantae,556916.0,Julbernardia globiflora,Plantae,research,
5e063273-0841-4de6-bc7d-c05a0c496b86,2023-01-29,2023-01-29 11:16:00 UTC,https://www.inaturalist.org/observations/149463618,https://inaturalist-open-data.s3.amazonaws.com/photos/257555371/medium.jpg,,"Mukuvisi Woodlands, Harare, Zimbabwe",-17.8466053152,31.094277622,,Harare,Harare,Zimbabwe,Parasitism,https://www.inaturalist.org/observations/149463617; https://www.inaturalist.org/observations/149463619,149463617,149463617,149463617.0,,Mnondo,Plantae,556916.0,Julbernardia globiflora,Plantae,research,149463618.0,Pilostyles aethiopica,,Plantae,1038903.0,Pilostyles aethiopica,Plantae,research,
3c1d81dd-aae2-4591-a961-744bf4e26b9f,2023-05-01,2023-05-01 07:50:15 UTC,https://www.inaturalist.org/observations/158530269,https://inaturalist-open-data.s3.amazonaws.com/photos/273972163/medium.jpeg,,"Vagos, PT-AV, PT",40.4597390032,-8.6992437702,,Vagos,Aveiro,Portugal,Parasitism,https://www.inaturalist.org/observations/158540087,158540087,158540087,158540087.0,,,Fungi,701946.0,Ophiocordyceps humbertii,Fungi,research,158530269.0,Polistes dominula,European Paper Wasp,Insecta,84640.0,Polistes dominula,Animalia,research,
20405d65-5830-4e0b-a908-46640a0b2b5c,2023-05-01,2023-05-01 07:50:15 UTC,https://www.inaturalist.org/observations/158540087,https://inaturalist-open-data.s3.amazonaws.com/photos/273987410/medium.jpeg,,"Vagos, PT-AV, PT",40.4597390032,-8.6992437702,,Vagos,Aveiro,Portugal,Parasitism,https://www.inaturalist.org/observations/158530269,158530269,158530269,158540087.0,Ophiocordyceps humbertii,,Fungi,701946.0,Ophiocordyceps humbertii,Fungi,research,158530269.0,Polistes dominula,European Paper Wasp,Insecta,84640.0,Polistes dominula,Animalia,research,
ca1334a1-f837-40af-bdb7-617d9e1d5a47,2023-05-28,2023-05-28 09:14:00 UTC,https://www.inaturalist.org/observations/164485479,https://inaturalist-open-data.s3.amazonaws.com/photos/284547869/medium.jpeg,See butterfly  https://www.inaturalist.org/observations/164485487,"Hluhluwe-iMfolozi, South Africa",-28.2223,32.0216,,Hlabisa,KwaZulu-Natal,South Africa,Pollination,https://www.inaturalist.org/observations/164485487,164485487,164485487,164485479.0,Lippia javanica,Fever Tea,Plantae,343067.0,Lippia javanica,Plantae,research,164485487.0,Mylothris agathina agathina,Common Dotted Border,Insecta,676794.0,Mylothris agathina,Animalia,research,
89d3014e-bb33-48fd-9f8f-a76e76cf0455,2023-08-22,2023-08-22 19:44:25 UTC,https://www.inaturalist.org/observations/179761552,https://inaturalist-open-data.s3.amazonaws.com/photos/313012902/medium.jpg,,"Fort Ord National Monument, Marina, CA, US",36.6165466667,-121.6919166667,,Monterey,California,United States,Pollination,https://www.inaturalist.org/observations/179761552,179761552,179761552,179761552.0,,narrowleaf milkweed,Plantae,56851.0,Asclepias fascicularis,Plantae,research,179761552.0,Asclepias fascicularis,narrowleaf milkweed,Plantae,56851.0,Asclepias fascicularis,Plantae,research,
8d9e1174-ccf0-4c7a-a481-8217244b5d0d,2023-06-08,2023-06-08 08:52:01 UTC,https://www.inaturalist.org/observations/182961224,https://inaturalist-open-data.s3.amazonaws.com/photos/319109962/medium.jpeg,,,,,,,,,"No, none of these","https://www.inaturalist.org/observations/182962118
https://www.inaturalist.org/observations/182961339 https://www.inaturalist.org/observations/182961295",182962118,182962118,182961224.0,Angelica sylvestris,Wild Angelica,Plantae,158380.0,Angelica sylvestris,Plantae,research,182962118.0,Anthophila,Bees,Insecta,630955.0,,Animalia,needs_id,
8d9e1174-ccf0-4c7a-a481-8217244b5d0d,2023-06-08,2023-06-08 08:52:01 UTC,https://www.inaturalist.org/observations/182961224,https://inaturalist-open-data.s3.amazonaws.com/photos/319109962/medium.jpeg,,,,,,,,,"No, none of these","https://www.inaturalist.org/observations/182962118
https://www.inaturalist.org/observations/182961339 https://www.inaturalist.org/observations/182961295",182961339,182961339,182961224.0,Angelica sylvestris,Wild Angelica,Plantae,158380.0,Angelica sylvestris,Plantae,research,182961339.0,Anthrenus,Carpet Beetles,Insecta,120114.0,,Animalia,needs_id,
